Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels
@user681	0	0	PROPN	O	@user681 i have them in my fridge right now , but they should be fine , i could freeze them if ya like .	['PROPN', 'PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'AUX', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PRON', 'SCONJ', 'PRON', 'VERB', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user706	0	0	PROPN	O	@user706 i 'm off thursday . is that good for you ?	['PROPN', 'PRON', 'AUX', 'ADJ', 'PROPN', 'PUNCT', 'AUX', 'PRON', 'ADJ', 'ADP', 'PRON', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
thursday	4	4	['PROPN']	['O']	@user706 i 'm off thursday . is that good for you ?	['PROPN', 'PRON', 'AUX', 'ADJ', 'PROPN', 'PUNCT', 'AUX', 'PRON', 'ADJ', 'ADP', 'PRON', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user713	0	0	PROPN	O	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x	['PROPN', 'INTJ', 'INTJ', 'PRON', 'AUX', 'ADP', 'PROPN', 'DET', 'PROPN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'NOUN', 'VERB', 'ADP', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
saturday	8	8	['PROPN']	['O']	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x	['PROPN', 'INTJ', 'INTJ', 'PRON', 'AUX', 'ADP', 'PROPN', 'DET', 'PROPN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'NOUN', 'VERB', 'ADP', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user716	0	0	PROPN	O	@user716 they tryna close all the black hs 's in charlotte	['PROPN', 'PRON', 'VERB', 'VERB', 'DET', 'DET', 'ADJ', 'PROPN', 'PART', 'ADP', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']
hs	7	7	['PROPN']	['O']	@user716 they tryna close all the black hs 's in charlotte	['PROPN', 'PRON', 'VERB', 'VERB', 'DET', 'DET', 'ADJ', 'PROPN', 'PART', 'ADP', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']
@user721	0	0	PROPN	O	@user721 i remember when you had like a thousand . you got the juice now .	['PROPN', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user726	0	0	PROPN	O	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84	['PROPN', 'AUX', 'VERB', 'ADV', 'NUM', 'SYM', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']
wed	16	16	['PROPN']	['O']	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84	['PROPN', 'AUX', 'VERB', 'ADV', 'NUM', 'SYM', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']
@user727	0	0	PROPN	O	@user727 :/ it 's okay . i guess people are going again next week , do you think you 'll go ?	['PROPN', 'SYM', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user736	0	0	PROPN	O	@user736 that how long my pubes are ? i 'm gon na go trim them too !	['PROPN', 'SCONJ', 'ADV', 'ADJ', 'PRON', 'NOUN', 'AUX', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'VERB', 'PRON', 'ADV', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user757	0	0	PROPN	O	@user757 omg luke you need to watch remember me . i literally was balling . you 'd love it .	['PROPN', 'INTJ', 'PROPN', 'PRON', 'VERB', 'PART', 'VERB', 'VERB', 'PRON', 'PUNCT', 'PRON', 'ADV', 'AUX', 'VERB', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PRON', 'PUNCT']	['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user782	0	0	PROPN	O	@user782 @user247 yes ! dm an email address to send the link to !	['PROPN', 'PROPN', 'INTJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user247	1	1	PROPN	O	@user782 @user247 yes ! dm an email address to send the link to !	['PROPN', 'PROPN', 'INTJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user792	0	0	PROPN	O	@user792 ... when will you come out to the field :)	['PROPN', 'PUNCT', 'ADV', 'AUX', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user797	0	0	PROPN	O	@user797 cool , meet us at kieran 's if you can . court , too ? others ?	['PROPN', 'INTJ', 'PUNCT', 'VERB', 'PRON', 'ADP', 'PROPN', 'PART', 'SCONJ', 'PRON', 'AUX', 'PUNCT', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']
@user805	0	0	PROPN	O	@user805 @user2113 glue our lips together with that black gunk !	['PROPN', 'PROPN', 'VERB', 'PRON', 'NOUN', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2113	1	1	PROPN	O	@user805 @user2113 glue our lips together with that black gunk !	['PROPN', 'PROPN', 'VERB', 'PRON', 'NOUN', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user834	0	0	PROPN	O	@user834 lol , thanks . why you say that tho ? haha !!	['PROPN', 'INTJ', 'PUNCT', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PRON', 'ADV', 'PUNCT', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user839	0	0	PROPN	O	@user839 western fries	['PROPN', 'ADJ', 'NOUN']	['O', 'O', 'O']
@user857	0	0	PROPN	O	@user857 lol it wasnt blood but thanks .	['PROPN', 'INTJ', 'PRON', 'AUX', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user873	0	0	PROPN	O	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol	['PROPN', 'PROPN', 'VERB', 'PRON', 'ADV', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1561	1	1	PROPN	O	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol	['PROPN', 'PROPN', 'VERB', 'PRON', 'ADV', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user902	0	0	PROPN	O	@user902 weird cause your not doin either ..	['PROPN', 'ADJ', 'SCONJ', 'PRON', 'PART', 'VERB', 'ADV', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user909	0	0	PROPN	O	@user909 that fallout vegas game looks neat	['PROPN', 'DET', 'NOUN', 'PROPN', 'NOUN', 'VERB', 'ADJ']	['O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O']
@user933	0	0	PROPN	O	@user933 loolll i was lyin gem	['PROPN', 'INTJ', 'PRON', 'AUX', 'VERB', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'B-PER']
@user939	0	0	PROPN	O	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !	['PROPN', 'SCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'NOUN', 'ADV', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user91	17	17	PROPN	O	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !	['PROPN', 'SCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'NOUN', 'ADV', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user942	0	0	PROPN	O	@user942 @user2079 me three ! @user1323	['PROPN', 'PROPN', 'PRON', 'NUM', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O']
@user2079	1	1	PROPN	O	@user942 @user2079 me three ! @user1323	['PROPN', 'PROPN', 'PRON', 'NUM', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O']
@user1323	5	5	PROPN	O	@user942 @user2079 me three ! @user1323	['PROPN', 'PROPN', 'PRON', 'NUM', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O']
@user955	0	0	PROPN	O	@user955 looking good in the pic u put up	['PROPN', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user997	0	0	PROPN	O	@user997 lmaooo iit was my mans .. iit was n't hurt at first but now i feel dat shiit	['PROPN', 'INTJ', 'PRON', 'AUX', 'PRON', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'PART', 'ADJ', 'ADV', 'ADV', 'CCONJ', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1016	0	0	PROPN	O	@user1016 she looks like it pacin' back & forth lol	['PROPN', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'ADV', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1034	0	0	PROPN	O	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon	['PROPN', 'VERB', 'PROPN', 'CCONJ', 'VERB', 'NOUN', 'VERB', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user497	2	2	PROPN	O	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon	['PROPN', 'VERB', 'PROPN', 'CCONJ', 'VERB', 'NOUN', 'VERB', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1038	0	0	PROPN	O	@user1038 lmao i 'm not a sheep who listens to it cos everyone else does , it s generally shit :(	['PROPN', 'INTJ', 'PRON', 'AUX', 'PART', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'SCONJ', 'PRON', 'ADJ', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADV', 'NOUN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1046	0	0	PROPN	O	@user1046 thnx	['PROPN', 'NOUN']	['O', 'O']
@user1064	0	0	PROPN	O	@user1064 knows what 's up . and what 's up is my dick .	['PROPN', 'VERB', 'PRON', 'AUX', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'ADV', 'AUX', 'PRON', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1068	0	0	PROPN	O	@user1068 right ..	['PROPN', 'INTJ', 'PUNCT']	['O', 'O', 'O']
@user1082	0	0	PROPN	O	@user1082 when do you start your job ?	['PROPN', 'ADV', 'AUX', 'PRON', 'VERB', 'PRON', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1101	0	0	PROPN	O	@user1101 lol no pork slime	['PROPN', 'INTJ', 'DET', 'NOUN', 'NOUN']	['O', 'O', 'O', 'O', 'O']
@user1125	0	0	PROPN	O	@user1125 10th ... that random chicks nasty ass breath :-)	['PROPN', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1127	0	0	PROPN	O	@user1127 lyod and wayne - you that was bigggg !	['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'PRON', 'PRON', 'AUX', 'ADJ', 'PUNCT']	['O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']
@user1161	0	0	PROPN	O	@user1161 idc we got rings we aint chumps	['PROPN', 'VERB', 'PRON', 'VERB', 'NOUN', 'PRON', 'AUX', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1178	0	0	PROPN	O	@user1178 ; awe you miss me ??	['PROPN', 'PUNCT', 'INTJ', 'PRON', 'VERB', 'PRON', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1183	0	0	PROPN	O	@user1183 #ynwa best wishes at this sad time	['PROPN', 'X', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1210	0	0	PROPN	O	@user1210 it is google maps , but i do n't think it was a prank , it 's just the normal kind of thing that happens in germany	['PROPN', 'PRON', 'AUX', 'PROPN', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADP', 'PROPN']	['O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']
@user1213	0	0	PROPN	O	@user1213 what 's new ? lol	['PROPN', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O']
@user1306	0	0	PROPN	O	@user1306 omg u r from pa ? i am too (: where abouts ?	['PROPN', 'INTJ', 'PRON', 'AUX', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADV', 'SYM', 'ADV', 'ADP', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1309	0	0	PROPN	O	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !	['PROPN', 'ADP', 'PROPN', 'PRON', 'CCONJ', 'PROPN', 'AUX', 'AUX', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM', 'PUNCT']	['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
teamel_al	5	5	['PROPN']	['O']	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !	['PROPN', 'ADP', 'PROPN', 'PRON', 'CCONJ', 'PROPN', 'AUX', 'AUX', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM', 'PUNCT']	['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user398	12	12	PROPN	O	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !	['PROPN', 'ADP', 'PROPN', 'PRON', 'CCONJ', 'PROPN', 'AUX', 'AUX', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM', 'PUNCT']	['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1314	0	0	PROPN	O	@user1314 lets do the damn thing :]	['PROPN', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1349	0	0	PROPN	O	@user1349 ok so we are cool i was n't sure smh i have people saying ridiculous stuff all day :( so sorry	['PROPN', 'INTJ', 'ADV', 'PRON', 'AUX', 'ADJ', 'PRON', 'AUX', 'PART', 'ADJ', 'INTJ', 'PRON', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'DET', 'NOUN', 'SYM', 'ADV', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1370	0	0	PROPN	O	@user1370 i think i cut like , 6 - 8 inches . it 's nice , but i miss my big ponytail !	['PROPN', 'PRON', 'VERB', 'PRON', 'VERB', 'ADP', 'PUNCT', 'NUM', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1371	0	0	PROPN	O	@user1371 smfh that 's fucking crazy	['PROPN', 'INTJ', 'PRON', 'AUX', 'ADV', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O']
@user1389	0	0	PROPN	O	@user1389 schl is ok so far .... will calll u soon ... still with my fone ... he is good ;-) hw r u ?	['PROPN', 'NOUN', 'AUX', 'ADJ', 'ADV', 'ADV', 'PUNCT', 'AUX', 'VERB', 'PRON', 'ADV', 'PUNCT', 'ADV', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'SYM', 'NOUN', 'AUX', 'PRON', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1398	0	0	PROPN	O	@user1398 yes . i 'm also gong to eastside 's pre-show rehearsal , and trying to go to yours as well . #teamdiddlehype #reppinhometeams	['PROPN', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'ADV', 'ADV', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1419	0	0	PROPN	O	@user1419 hell yea	['PROPN', 'NOUN', 'INTJ']	['O', 'O', 'O']
@user1448	0	0	PROPN	O	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"	['PROPN', 'AUX', 'PART', 'VERB', 'PRON', 'SCONJ', 'PRON', 'AUX', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'X', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'PRON', 'NOUN', 'ADP', 'ADJ', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user695	15	15	PROPN	O	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"	['PROPN', 'AUX', 'PART', 'VERB', 'PRON', 'SCONJ', 'PRON', 'AUX', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'X', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'PRON', 'NOUN', 'ADP', 'ADJ', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
title	19	19	['PROPN']	['O']	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"	['PROPN', 'AUX', 'PART', 'VERB', 'PRON', 'SCONJ', 'PRON', 'AUX', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'X', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'PRON', 'NOUN', 'ADP', 'ADJ', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1450	0	0	PROPN	O	@user1450 sup shirt off	['PROPN', 'INTJ', 'NOUN', 'ADP']	['O', 'O', 'O', 'O']
@user1462	0	0	PROPN	O	@user1462 was guud shitty ass	['PROPN', 'AUX', 'ADJ', 'ADJ', 'NOUN']	['O', 'O', 'O', 'O', 'O']
@user1475	0	0	PROPN	O	@user1475 @user732 jesus are you two still at it ? lolx	['PROPN', 'PROPN', 'PROPN', 'AUX', 'PRON', 'NUM', 'ADV', 'ADP', 'PRON', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user732	1	1	PROPN	O	@user1475 @user732 jesus are you two still at it ? lolx	['PROPN', 'PROPN', 'PROPN', 'AUX', 'PRON', 'NUM', 'ADV', 'ADP', 'PRON', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
jesus	2	2	['PROPN']	['O']	@user1475 @user732 jesus are you two still at it ? lolx	['PROPN', 'PROPN', 'PROPN', 'AUX', 'PRON', 'NUM', 'ADV', 'ADP', 'PRON', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1496	0	0	PROPN	O	@user1496 yoy my cuzzin told me it came on @ 950	['PROPN', 'SYM', 'PRON', 'NOUN', 'VERB', 'PRON', 'PRON', 'VERB', 'ADP', 'ADP', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1502	0	0	PROPN	O	@user1502 @user1785 nah we thought of it a few days ago	['PROPN', 'PROPN', 'INTJ', 'PRON', 'VERB', 'ADP', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADV']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1785	1	1	PROPN	O	@user1502 @user1785 nah we thought of it a few days ago	['PROPN', 'PROPN', 'INTJ', 'PRON', 'VERB', 'ADP', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADV']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1514	0	0	PROPN	O	@user1514 yeh i have no idea but i cant wait xx	['PROPN', 'INTJ', 'PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'PRON', 'AUX', 'VERB', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1529	0	0	PROPN	O	@user1529 you would have had 1,987,001 followers if you did <3 lol	['PROPN', 'PRON', 'AUX', 'AUX', 'VERB', 'NUM', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'SYM', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
