	Sentence Index	Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels	PROPOSED NER Label	FINAL NER Label
909	1581	#crainswon	9	9	['PROPN']	['O']	rt @user1738 : my favorite people at today 's #crainswon event ! thank you so much spark ambassadors ! i 'm thrilled to have you here . url219 …	['X', 'X', 'PUNCT', 'PRON', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PART', 'PROPN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'ADV', 'ADV', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'PRON', 'ADV', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
912	1585	#satideparipa	9	9	['PROPN']	['O']	#np' calabar girl friend , by @user1894 , inside #satideparipa with @user385 , @user1229 & @user2084 on @user1459 .	['X', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'PROPN', 'PUNCT']	['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
917	1588	#nvthots	3	3	['PROPN']	['O']	rt @user978 : #nvthots vs. @user268 in the semifinals ! battle of the na powerhouses . watch : url1106 #ourfight url221 …	['X', 'X', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'X', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
920	1589	#soundcloud	20	20	['PROPN']	['O']	@user1849 can you check me out ! lem me know what you think . 3 a.m by jaytezz url1519 on #soundcloud 👾🎷🎨	['PROPN', 'AUX', 'PRON', 'VERB', 'PRON', 'ADP', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'PROPN', 'X', 'ADP', 'PROPN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-PER', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
922	1592	bx250	1	1	['PROPN']	['O']	carvin bx250 250 w micro bass guitar amp amplifier head / compressor 3.2 lbs new url1319 url859	['PROPN', 'PROPN', 'NUM', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'X', 'X']	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
923	1592	w	3	3	['PROPN']	['O']	carvin bx250 250 w micro bass guitar amp amplifier head / compressor 3.2 lbs new url1319 url859	['PROPN', 'PROPN', 'NUM', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'X', 'X']	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
924	1595	gog	16	16	['PROPN']	['O']	starting today , it will be possible to import some of your steam games into your gog library url543	['VERB', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'DET', 'ADP', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PRON', 'PROPN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
926	1602	3d	1	1	['PROPN']	['O']	pre-colord 3d puzzles shark #teachers #homeschool url1148 url1149	['ADJ', 'PROPN', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
941	1630	#lindaikeji	0	0	['PROPN']	['O']	#lindaikeji post - wendy williams thinks beyonce and jay z paid rachel roy for the cheating … url229 url1196	['PROPN', 'VERB', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-PER
942	1631	#christmas	1	1	['PROPN']	['O']	this #christmas support a band that supports our #military and #veterans . visit url226 #pjnet #rednationrising #tcot	['DET', 'PROPN', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'X', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
944	1633	tiffachat	4	4	['PROPN']	['O']	rt @user1355 : [ tiffachat ] stephanieyoungh ' talk 🎵 ' url628	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'SYM', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
945	1634	ft	3	3	['PROPN']	['O']	rt @user1701 : ft island - i hope ( 2009 ) url1510	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'PUNCT', 'NUM', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'B-PER', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O']	B-MISC	O
950	0	christmas	9	9	['PROPN']	['O']	rt @user2362 : farmall heart of the holidays tabletop christmas tree with lights and motion url1087 #holiday #gifts	['X', 'X', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'X', 'X', 'X']	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
951	1	#cheo’s	5	5	['PROPN']	['O']	#volunteers are key members of #cheo’s one team – helping kids and families be their healthiest #nvw2016 url1387	['NOUN', 'AUX', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'PRON', 'ADJ', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-ORG	B-ORG
953	5	#iran	3	3	['PROPN']	['O']	rt @user619 : #iran - #syria : #no2rouhani rally in #austria url289 @user2011 @user18 @user1276 url219 …	['X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'X', 'PROPN', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
954	5	#syria	5	5	['PROPN']	['O']	rt @user619 : #iran - #syria : #no2rouhani rally in #austria url289 @user2011 @user18 @user1276 url219 …	['X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'X', 'PROPN', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
955	5	#no2rouhani	7	7	['PROPN']	['O']	rt @user619 : #iran - #syria : #no2rouhani rally in #austria url289 @user2011 @user18 @user1276 url219 …	['X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'X', 'PROPN', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
956	5	#austria	10	10	['PROPN']	['O']	rt @user619 : #iran - #syria : #no2rouhani rally in #austria url289 @user2011 @user18 @user1276 url219 …	['X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'X', 'PROPN', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
960	8	#iceland	5	5	['PROPN']	['O']	"rt @user604 : 11 ways #iceland is "" cool "" 😎 url1312 url549"	['X', 'X', 'PUNCT', 'NUM', 'NOUN', 'PROPN', 'AUX', 'PUNCT', 'ADJ', 'PUNCT', 'SYM', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-LOC
962	18	r&b	4	4	['PROPN']	['O']	rt @user428 : real r&b url143	['X', 'X', 'PUNCT', 'ADJ', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
0	55	#harrypotter	0	0			#harrypotter marathon while i write my papers .				B-MISC
0	55	marathon	1	1			#harrypotter marathon while i write my papers .				I-MISC
0	320	early	0	0			early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60				O
0	320	bird	1	1			early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60				O
0	320	special	2	2			early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60				O
0	422	oem	2	2			motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32				O
0	422	window	3	3			motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32				O
0	422	mount	4	4			motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32				O
0	430	monday	14	14			next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63				O
0	430	nov	15	15			next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63				O
0	445	fitness	5	5			owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver				O
0	445	business	6	6			owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver				O
0	447	four	11	11			ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand				B-MISC
0	447	loko	12	12			ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand				I-MISC
0	502	prime	13	13			rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...				B-MISC
0	502	minister	14	14			rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...				I-MISC
0	517	#mnd	16	16			rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .				B-MISC
0	517	charity	17	17			rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .				I-MISC
0	526	lil	10	10			rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !				B-MISC
0	526	webbies	11	11			rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !				I-MISC
0	839	dojo	0	0			dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240				B-ORG
0	839	news	1	1			dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240				I-ORG
0	852	zig	25	25			rt @user1760 : crocodiles are fast on their feet , but can not turn very well . if one is chasing you , run in zig zag lines .				O
0	852	zag	26	26			rt @user1760 : crocodiles are fast on their feet , but can not turn very well . if one is chasing you , run in zig zag lines .				O
0	869	guilty	5	5			rt @user1456 : dizzy in guilty gear #evo2016 url401				O
0	869	gear	6	6			rt @user1456 : dizzy in guilty gear #evo2016 url401				O
0	909	yella	12	12			watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂				O
0	909	habibi	13	13			watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂				O
0	931	po	5	5			rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655				O
0	931	ako	6	6			rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655				O
0	983	asif	3	3			the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie				B-ORG
0	983	siddiqui	4	4			the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie				I-ORG
0	983	daily	5	5			the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie				I-ORG
0	1008	#gameofthrones	13	13			rt @user2549 : rt this tweet to win tickets to an exclusive london #gameofthrones s5 screening on march 14 ! uk only - closes 3/3 ! url224 …				B-MISC
0	1008	s5	14	14			rt @user2549 : rt this tweet to win tickets to an exclusive london #gameofthrones s5 screening on march 14 ! uk only - closes 3/3 ! url224 …				I-MISC
0	1034	rugby	5	5			what a tough half of rugby league ! impressed with our uncompromising defence , it 's a big effort to nil leeds in a half ! #wire				B-ORG
0	1034	league	6	6			what a tough half of rugby league ! impressed with our uncompromising defence , it 's a big effort to nil leeds in a half ! #wire				I-ORG
0	1094	carvan	6	6			rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …				O
0	1094	vl	7	7			rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …				O
0	1098	nike	1	1			new nike sb : £ 15.00 ( 0 bids ) end date : wednesday apr-6-2016 17:28:16 bstbid now | add to watch list url779				B-MISC
0	1098	sb	2	2			new nike sb : £ 15.00 ( 0 bids ) end date : wednesday apr-6-2016 17:28:16 bstbid now | add to watch list url779				I-MISC
0	1098	Wednesday	13	13			new nike sb : £ 15.00 ( 0 bids ) end date : wednesday apr-6-2016 17:28:16 bstbid now | add to watch list url779				O
0	1098	Apr-6-2016	14	14			new nike sb : £ 15.00 ( 0 bids ) end date : wednesday apr-6-2016 17:28:16 bstbid now | add to watch list url779				O
0	1124	hongera	12	12			kenya is indeed a hotbed of champions ! we rock the world hongera kenya7s . made us so proud #karibunimashujaa #kenya7s @user717 @user745				B-MISC
0	1124	kenya7s	13	13			kenya is indeed a hotbed of champions ! we rock the world hongera kenya7s . made us so proud #karibunimashujaa #kenya7s @user717 @user745				I-MISC
0	1130	u8/10/12/14/16/19	0	0			register now for the junior @user136 u8/10/12/14/16/19 - easter 2017 - just £ 290 pp				B-MISC
0	1282	custom	6	6			donald trump #trumptrain 2016 large black custom decal intlship #republican #2a #sgp #optrump url1006				O
0	1282	decal	7	7			donald trump #trumptrain 2016 large black custom decal intlship #republican #2a #sgp #optrump url1006				O
0	1292	buddhe	15	15			rt @user2478 : @user2591 be tolerant to criticism young man , you also will be buddhe ek din like me				O
0	1292	ek	16	16			rt @user2478 : @user2591 be tolerant to criticism young man , you also will be buddhe ek din like me				O
0	1292	din	17	17			rt @user2478 : @user2591 be tolerant to criticism young man , you also will be buddhe ek din like me				O
0	1310	model	9	9			rt @user725 : have you seen this ? tesla model s drives sleeping owner through traffic : a video of a napping driver behind t ... url225 …				B-MISC
0	1310	s	10	10			rt @user725 : have you seen this ? tesla model s drives sleeping owner through traffic : a video of a napping driver behind t ... url225 …				I-MISC
0	1394	prime	10	10			rt @user2483 : so we need : 1 ) a prime minister 2 ) an opposition leader 3 ) an england manager 4 ) a ukip leader 5 ) a top gear host 6 ) a n …				O
0	1394	minister	11	11			rt @user2483 : so we need : 1 ) a prime minister 2 ) an opposition leader 3 ) an england manager 4 ) a ukip leader 5 ) a top gear host 6 ) a n …				O
0	1407	foam	9	9			check out review of the fitwood m - roll foam roller url1457 via @user296				O
0	1407	roller	10	10			check out review of the fitwood m - roll foam roller url1457 via @user296				O
0	1466	teen	1	1			my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289				B-MISC
0	1466	choice	2	2			my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289				I-MISC
0	1474	lady	5	5			< tweet to vote for lady gaga . #iheartawards #ladygaga #triplethreat vota na gaga				B-PER
0	1474	gaga	6	6			< tweet to vote for lady gaga . #iheartawards #ladygaga #triplethreat vota na gaga				I-PER
0	1582	al	10	10			and who take due care of their prayer : [ al -maarij,34 ] url1128				B-MISC
0	1582	-maarij,34	11	11			and who take due care of their prayer : [ al -maarij,34 ] url1128				I-MISC
0	1621	stattrak	4	4			rt @user2523 : #csgogiveaway stattrak karambit rt + like + follow @user2523 + @user250 enter here : url863 url219 …				B-MISC
0	1621	karambit	5	5			rt @user2523 : #csgogiveaway stattrak karambit rt + like + follow @user2523 + @user250 enter here : url863 url219 …				I-MISC
0	1539	men	7	7			rt @user1688 : we will back the men in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …				B-ORG
0	1539	in	8	8			rt @user1688 : we will back the men in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …				I-ORG
0	1539	blue	9	9			rt @user1688 : we will back the men in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …				I-ORG
0	351	valentine	1	1			happy valentine 's day ! ♥				B-MISC
0	351	's	2	2			happy valentine 's day ! ♥				I-MISC
0	351	day	3	3			happy valentine 's day ! ♥				I-MISC
0	1091	valentine	4	4			📷 erzascrlt : happy valentine ’s day from aqours 💖 url785				B-MISC
0	1091	's	5	5			📷 erzascrlt : happy valentine ’s day from aqours 💖 url785				I-MISC
0	1091	day	6	6			📷 erzascrlt : happy valentine ’s day from aqours 💖 url785				I-MISC
0	993	marathon	2	2			 in marathon filibuster , democrats call for gun limits  by jonah engel bromwich via nyt the new york times url916				B-MISC
0	993	filibuster	3	3			 in marathon filibuster , democrats call for gun limits  by jonah engel bromwich via nyt the new york times url916				I-MISC
