Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet	Candidate Label
@user1780	['PROPN']	['O']	['PROPN']	B-PER	@user1780 : if a player wins his first match , then loses in the second round that 's a t-17 , technically . does that count as top - 25 ?	<[@user1780]> : if a player wins his first match , then loses in the second round that 's a t-17 , technically . does that count as top - 25 ?
@user1848	['PROPN']	['O']	['PROPN']	B-PER	@user1848 naw naw ima have to lock up w his ass lol but she 's eating as usual 	<[@user1848]> naw naw ima have to lock up w his ass lol but she 's eating as usual 
@user1870	['PROPN']	['O']	['PROPN']	B-PER	@user1870 rt @user1915 : one day i hope you look back at what we had , and regret every single thing you did to let it end .	<[@user1870]> rt @user1915 : one day i hope you look back at what we had , and regret every single thing you did to let it end .
@user1877	['PROPN']	['O']	['NOUN']	B-PER	@user1877 cd : 90 % mp3 : 0 % vinyl : 10 %	<[@user1877]> cd : 90 % mp3 : 0 % vinyl : 10 %
@user1896	['PROPN']	['O']	['NUM']	B-PER	@user1896 htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?	<[@user1896]> htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?
dec18th	['PROPN']	['O']	['PROPN']	['B-MISC']	@user1896 htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?	@user1896 htb sneaker expo <[dec18th]> at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?
@user1909	['PROPN']	['O']	['PROPN']	B-PER	@user1909 how was paris !? xx	<[@user1909]> how was paris !? xx
@user1958	['PROPN']	['O']	['PROPN']	B-PER	@user1958 you wo nt ?	<[@user1958]> you wo nt ?
@user1976	['PROPN']	['O']	['PROPN']	B-PER	@user1976 lol i know right	<[@user1976]> lol i know right
@user1978	['PROPN']	['O']	['PROPN']	B-PER	@user1978 lol thanks	<[@user1978]> lol thanks
@user1989	['PROPN']	['O']	['PROPN']	B-PER	@user1989 wow ! o.o	<[@user1989]> wow ! o.o
@user1993	['PROPN']	['O']	['NOUN']	B-PER	@user1993 nah u really do though . u r like on your 6 pic url81	<[@user1993]> nah u really do though . u r like on your 6 pic url81
@user1995	['PROPN']	['O']	['PROPN']	B-PER	@user1995 them breast is flirting with me boo smh	<[@user1995]> them breast is flirting with me boo smh
@user2005	['PROPN']	['O']	['PROPN']	B-PER	@user2005 hehe i 'm still on my summer vacation :) but if i do n't try get up earlier than now , i 'll definitely be late for school :'( #i4u	<[@user2005]> hehe i 'm still on my summer vacation :) but if i do n't try get up earlier than now , i 'll definitely be late for school :'( #i4u
@user2026	['PROPN']	['O']	['PROPN']	B-PER	@user2026 i from in italy !!!!! and you ???	<[@user2026]> i from in italy !!!!! and you ???
@user2030	['PROPN']	['O']	['PROPN']	B-PER	@user2030 okay ?	<[@user2030]> okay ?
@user2059	['PROPN']	['O']	['NOUN']	B-PER	@user2059 brand new macbook with zero cost www.slop.in/qrvd	<[@user2059]> brand new macbook with zero cost www.slop.in/qrvd
@user2060	['PROPN']	['O']	['NOUN']	B-PER	@user2060 the bbr aliases do n't add a space	<[@user2060]> the bbr aliases do n't add a space
@user2078	['PROPN']	['O']	['PROPN']	B-PER	@user2078 well me & her ..	<[@user2078]> well me & her ..
@user2095	['PROPN']	['O']	['PROPN']	B-PER	@user2095 haha i know ... i said that school was gon na go down the hole after we left	<[@user2095]> haha i know ... i said that school was gon na go down the hole after we left
@user2121	['PROPN']	['O']	['PROPN']	B-PER	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town	<[@user2121]> happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town
@user1624	['PROPN']	['O']	['PROPN']	B-PER	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have <[@user1624]> take u out since he 's a texan again ... if u r town
@user2203	['PROPN']	['O']	['PROPN']	B-PER	@user2203 lol , we are one . and that was me this weekend especially . maybe put it off until you feel like ~ talking again ?	<[@user2203]> lol , we are one . and that was me this weekend especially . maybe put it off until you feel like ~ talking again ?
@user2217	['PROPN']	['O']	['NOUN']	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	<[@user2217]> @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user999	['PROPN']	['O']	['NOUN']	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	@user2217 <[@user999]> @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user1452	['PROPN']	['O']	['NOUN']	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	@user2217 @user999 <[@user1452]> @user1162 and some others unfollowed me [ checked by url119 ]
@user1162	['PROPN']	['O']	['NOUN']	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	@user2217 @user999 @user1452 <[@user1162]> and some others unfollowed me [ checked by url119 ]
@user2225	['PROPN']	['O']	['PROPN']	B-PER	@user2225 eh yeah i 'll be fine , just annoyed	<[@user2225]> eh yeah i 'll be fine , just annoyed
@user2226	['PROPN']	['O']	['PROPN']	['B-PER']	@user2226 i love you more	<[@user2226]> i love you more
@user2228	['PROPN']	['O']	['PROPN']	['B-PER']	@user2228 on my way ... lol	<[@user2228]> on my way ... lol
@user2229	['PROPN']	['O']	['PROPN']	B-PER	@user2229 of course she can come	<[@user2229]> of course she can come
@user2238	['PROPN']	['O']	['PROPN']	B-PER	@user2238 you suppose to say good'morning love ♥	<[@user2238]> you suppose to say good'morning love ♥
@user2241	['PROPN']	['O']	['PROPN']	B-PER	@user2241 wow ! one of your best self portraits ever ! url211	<[@user2241]> wow ! one of your best self portraits ever ! url211
@user2247	['PROPN']	['O']	['PROPN']	B-PER	@user2247 hey how is it going .. did u set it up ?	<[@user2247]> hey how is it going .. did u set it up ?
@user2252	['PROPN']	['O']	['PROPN']	B-PER	@user2252 can we go to tims please and tonkkss	<[@user2252]> can we go to tims please and tonkkss
tims	['PROPN']	['O']	['PROPN']	['B-MISC']	@user2252 can we go to tims please and tonkkss	@user2252 can we go to <[tims]> please and tonkkss
@user2256	['PROPN']	['O']	['PROPN']	B-PER	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise	<[@user2256]> i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise
california	['PROPN']	['O']	['PROPN']	['B-MISC']	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise	@user2256 i miss you too <3 i miss | <[california]> | but imma come see you as soon as i come back i #promise
@user2260	['PROPN']	['O']	['PROPN']	B-PER	@user2260 * fingers crossed *	<[@user2260]> * fingers crossed *
@user2301	['PROPN']	['O']	['PROPN']	B-PER	@user2301 home is where i 'd like to be right now ! my mom feeding me more than what i need . :) the best !	<[@user2301]> home is where i 'd like to be right now ! my mom feeding me more than what i need . :) the best !
@user2302	['PROPN']	['O']	['PROPN']	B-PER	@user2302 lol looks like i hit the nail n the head with that one . ;-p	<[@user2302]> lol looks like i hit the nail n the head with that one . ;-p
@user2310	['PROPN']	['O']	['PROPN']	B-PER	@user2310 good morning sexy one !	<[@user2310]> good morning sexy one !
@user2371	['PROPN']	['O']	['PROPN']	B-PER	@user2371 wait a sec ... how late do you eat ?!? it 's like dinnertime here !	<[@user2371]> wait a sec ... how late do you eat ?!? it 's like dinnertime here !
@user2390	['PROPN']	['O']	['NOUN']	B-PER	@user2390 why not ?!	<[@user2390]> why not ?!
@user2391	['PROPN']	['O']	['NOUN']	B-PER	@user2391 @user2508 actually sounds like it was too pit .	<[@user2391]> @user2508 actually sounds like it was too pit .
@user2508	['PROPN']	['O']	['NOUN']	B-PER	@user2391 @user2508 actually sounds like it was too pit .	@user2391 <[@user2508]> actually sounds like it was too pit .
@user2395	['PROPN']	['O']	['PROPN']	B-PER	@user2395 where did you ask ? we are very prompt with replies . if you want to dm your name or email we can check right now .	<[@user2395]> where did you ask ? we are very prompt with replies . if you want to dm your name or email we can check right now .
@user2411	['PROPN']	['O']	['PROPN']	B-PER	@user2411 heh . ca n't go wrong at minimum wage .	<[@user2411]> heh . ca n't go wrong at minimum wage .
@user2422	['PROPN']	['O']	['PROPN']	B-PER	@user2422 there are more #creatures in donny 's room in today too bad you missed them :)	<[@user2422]> there are more #creatures in donny 's room in today too bad you missed them :)
@user2425	['PROPN']	['O']	['NUM']	B-PER	@user2425 lmao	<[@user2425]> lmao
@user2430	['PROPN']	['O']	['PROPN']	B-PER	@user2430 what 's that !	<[@user2430]> what 's that !
@user2455	['PROPN']	['O']	['PROPN']	B-PER	@user2455 hashy !!!!!! kiss my a ** lol	<[@user2455]> hashy !!!!!! kiss my a ** lol
@user2458	['PROPN']	['O']	['PROPN']	B-PER	@user2458 well y da hell u did nt charge it ??	<[@user2458]> well y da hell u did nt charge it ??
@user2465	['PROPN']	['O']	['PROPN']	B-PER	@user2465 i learned to knit so i could make wool soakers #fluffntreat	<[@user2465]> i learned to knit so i could make wool soakers #fluffntreat
@user2471	['PROPN']	['O']	['PROPN']	B-PER	@user2471 stheriouthly .	<[@user2471]> stheriouthly .
@user2476	['PROPN']	['O']	['PROPN']	B-PER	@user2476 i 'm not too worried about the heat ... lebron never quits in important games versus the celtics ... oh wait	<[@user2476]> i 'm not too worried about the heat ... lebron never quits in important games versus the celtics ... oh wait
@user2493	['PROPN']	['O']	['PROPN']	B-PER	@user2493 i know but it 's long . it feels like math class .	<[@user2493]> i know but it 's long . it feels like math class .
@user2496	['PROPN']	['O']	['PROPN']	B-PER	@user2496 hiding from this tornado . how was that hibachi ? i got a taste for some	<[@user2496]> hiding from this tornado . how was that hibachi ? i got a taste for some
@user2497	['PROPN']	['O']	['PROPN']	B-PER	@user2497 honestly ? i have no idea . i just am ... all . the . time . :(	<[@user2497]> honestly ? i have no idea . i just am ... all . the . time . :(
@user2502	['PROPN']	['O']	['PROPN']	B-PER	@user2502 glad #virgin is keeping you happy !	<[@user2502]> glad #virgin is keeping you happy !
#virgin	['PROPN']	['O']	['PROPN']	['B-MISC']	@user2502 glad #virgin is keeping you happy !	@user2502 glad <[#virgin]> is keeping you happy !
@user2530	['PROPN']	['O']	['PROPN']	B-PER	@user2530 i like monkeys , but i still hate costco parking lots ..	<[@user2530]> i like monkeys , but i still hate costco parking lots ..
@user2538	['PROPN']	['O']	['NUM']	['B-PER']	@user2538 danilo gallinari	<[@user2538]> danilo gallinari
@user2553	['PROPN']	['O']	['PROPN']	B-PER	@user2553 the giants pitchers hair is as long as mine . ha !	<[@user2553]> the giants pitchers hair is as long as mine . ha !
@user2556	['PROPN']	['O']	['PROPN']	B-PER	@user2556 that good times episode was fucking hilarious	<[@user2556]> that good times episode was fucking hilarious
@user2595	['PROPN']	['O']	['PROPN']	B-PER	@user2595 i know but passing uni so i can go to america next year and stalk out corey , that 's a plan .	<[@user2595]> i know but passing uni so i can go to america next year and stalk out corey , that 's a plan .
@user2599	['PROPN']	['O']	['PROPN']	B-PER	@user2599 true true . i 'm in love wit food nigga	<[@user2599]> true true . i 'm in love wit food nigga
@user2625	['PROPN']	['O']	['PROPN']	B-PER	@user2625 lol , naw , we good	<[@user2625]> lol , naw , we good
@user2635	['PROPN']	['O']	['PROPN']	B-PER	@user2635 because i do n't have school on friday	<[@user2635]> because i do n't have school on friday
@user2645	['PROPN']	['O']	['PROPN']	B-PER	@user2645 no you were right lol .. i do have to stop and i appreciate the input	<[@user2645]> no you were right lol .. i do have to stop and i appreciate the input
flutes	['PROPN']	['O']	['PROPN']	['O']	ahh . flutes sound really bad with cheap mics . writing a song now , just need chords and i 'll be good . bye :d	ahh . <[flutes]> sound really bad with cheap mics . writing a song now , just need chords and i 'll be good . bye :d
@user1463	['PROPN']	['O']	['NOUN']	B-PER	andrew - check out more tracks from the upcoming @user1463 albums : url95 & url100 :) .	andrew - check out more tracks from the upcoming <[@user1463]> albums : url95 & url100 :) .
h	['PROPN']	['O']	['PROPN']	['O']	any haggis out there ? do n't say that ! what ? the ' h ' word . do n't say it ! all right ... are there any out there though ?	any haggis out there ? do n't say that ! what ? the ' <[h]> ' word . do n't say it ! all right ... are there any out there though ?
@user2427	['PROPN']	['O']	['PROPN']	B-PER	awww @user2427 is going to bring a little girl on stage with her to sing ! :') she 's sooo nice ! :)	awww <[@user2427]> is going to bring a little girl on stage with her to sing ! :') she 's sooo nice ! :)
@user2304	['PROPN']	['O']	['NOUN']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing <[@user2304]> @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user187	['PROPN']	['O']	['NOUN']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 <[@user187]> @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user2382	['PROPN']	['O']	['X']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 <[@user2382]> @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user125	['PROPN']	['O']	['NOUN']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 <[@user125]> @user1779 @user813 @user2381 @user2380 shootn my movie
@user1779	['PROPN']	['O']	['X']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 <[@user1779]> @user813 @user2381 @user2380 shootn my movie
@user813	['PROPN']	['O']	['X']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 <[@user813]> @user2381 @user2380 shootn my movie
@user2381	['PROPN']	['O']	['X']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 <[@user2381]> @user2380 shootn my movie
@user2380	['PROPN']	['O']	['X']	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 <[@user2380]> shootn my movie
thursday	['PROPN']	['O']	['PROPN']	['B-MISC']	bad loss for the bison men tonight at western illinois , against a team that got blown out by sdsu on thursday and was 1 - 5 in the summit .	bad loss for the bison men tonight at western illinois , against a team that got blown out by sdsu on <[thursday]> and was 1 - 5 in the summit .
